id,file_path,image_filename,inventory_number,title_fr,title_en,location,country_fr,country_en,m49code,alpha2,iso3,operator,author,mission,date,theme,sub_theme,description,domain,process,support,denomination,format,dimensions,ownership,license,page_url,image_url,filepath
11,images_by_location/ShenyangMoukden_Shenyang/A68547X_metadata.json,A68547X.jpeg,A68547X,L Orphelinat De Filles Dirige Par Les Soeurs De La Providence De Portieux Vosges,"The Girls' Orphanage Run By The Sisters Of Providence Of Portieux, Vosges",ShenyangMoukden (Shenyang),Chine,China,156,CN,CHN,"Passet, Stéphane",,1912 - Chine - Stéphane Passet,,Etres humainsRelations internationalesReligionHabitat / ArchitectureSociété,EgliseFemmePrésence étrangèreChristianismeArchitecture de type occidentalInfluence occidentale,,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/l-orphelinat-de-filles-dirige-par-les-soeurs-de-la-providence-de-portieux-vosges/617a7a3fcf8b8968b336b9f7?filtrerParThme%5B0%5D=Etres%20humains&wm=0&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1912%20-%20Chine%20-%20St%C3%A9phane%20Passet&pos=16&pgn=1,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/616478f951e082079311b77f.jpeg,images/CHN/albert_kahn/616478f951e082079311b77f.jpeg
12,images_by_location/MossoulMossoul_Irak/A54234S_metadata.json,A54234S.jpeg,A54234S,Jeunes Chretiennes En Costume,Young Christian Women In Costume,"MossoulMossoul, Irak",Irak,Iraq,368,IQ,IRQ,"Gadmer, Frédéric",,"1927 - Irak, Iran (Perse) - Frédéric Gadmer - (3 avril-1er juillet)",,Etres humainsHabillementReligionHDEtres humains,"FemmeCostumeChristianismeexiste en haute définition (saisie depuis Fakir, avant 2020)PortraitCoiffure / couvre-chef",,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/jeunes-chretiennes-en-costume/617a7a3acf8b8968b333fd13?filtrerParThme%5B0%5D=Etres%20humains&filtrerParSousthme%5B0%5D=Femme&wm=1&filtrerParMission%5B0%5D=1927%20-%20Irak,%20Iran%20%28Perse%29%20-%20Fr%C3%A9d%C3%A9ric%20Gadmer%20-%20%283%20avril-1er%20juillet%29&pos=44&pgn=2",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61644e0051e0820793101b09.jpeg,images/IRQ/albert_kahn/61644e0051e0820793101b09.jpeg
13,images_by_location/Zhangjiakou_environsMongolie_en_relation_avecEnvir/A70175XS_metadata.json,A70175XS.jpeg,A70175XS,Une Femme Et Un Enfant Devant Une Yourte,A Woman And A Child In Front Of A Yurt,"Zhangjiakou [environs]Mongolie [en relation avec]Environs de Kalgan, Chine",Chine,China,156,CN,CHN,"Passet, Stéphane",,1912 - Chine - Stéphane Passet,,Etres humainsHabillementSociétéEtres humainsEtres humainsHabitat / ArchitectureHabillementHabitat / Architecture,FemmeCostumeMinorité ethniqueYourteEnfantPortraitCampementHabitationAccessoireBijouArchitecture éphémère,,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/une-femme-et-un-enfant-devant-une-yourte/617a7a3fcf8b8968b336ab01?filtrerParThme%5B0%5D=Etres%20humains&wm=0&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1912%20-%20Chine%20-%20St%C3%A9phane%20Passet&pos=5&pgn=0,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164971951e082079312e3ec.jpeg,images/CHN/albert_kahn/6164971951e082079312e3ec.jpeg
14,images_by_location/Selva_di_Val_GardenaWolkenstein_in_Gröden_Selva_di/A28750_metadata.json,A28750.jpeg,A28750,Costume Traditionnel De Jeune Fille,Traditional Girl's Costume,"Selva di Val GardenaWolkenstein in Gröden (Selva di Val Gardena), Tyrol, Italie",Italie,Italy,380,IT,ITA,"Gadmer, Frédéric",,"1921 - Suisse, Tyrol - Frédéric Gadmer - (5-28 août)",,Etres humainsHabillementEtres humains,FemmeCostumePortrait,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/costume-traditionnel-de-jeune-fille/617a7a43cf8b8968b337f654?filtrerParThme%5B0%5D=Etres%20humains&wm=0&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1921%20-%20Suisse,%20Tyrol%20-%20Fr%C3%A9d%C3%A9ric%20Gadmer%20-%20%285-28%20ao%C3%BBt%29&pos=18&pgn=1",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164311851e08207930f0a17.jpeg,images/ITA/albert_kahn/6164311851e08207930f0a17.jpeg
15,images_by_location/Selva_di_Val_GardenaWolkenstein_in_Gröden_Selva_di/A28683_metadata.json,A28683.jpeg,A28683,Costume Traditionnel De Jeune Fille,Traditional Girl's Costume,"Selva di Val GardenaWolkenstein in Gröden (Selva di Val Gardena), Tyrol, Italie",Italie,Italy,380,IT,ITA,"Gadmer, Frédéric",,"1921 - Suisse, Tyrol - Frédéric Gadmer - (5-28 août)",,Etres humainsHabillementEtres humains,FemmeCostumePortrait,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/costume-traditionnel-de-jeune-fille/617a7a43cf8b8968b337f58c?filtrerParThme%5B0%5D=Etres%20humains&wm=0&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1921%20-%20Suisse,%20Tyrol%20-%20Fr%C3%A9d%C3%A9ric%20Gadmer%20-%20%285-28%20ao%C3%BBt%29&pos=8&pgn=0",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61640a1351e08207930d962f.jpeg,images/ITA/albert_kahn/61640a1351e08207930d962f.jpeg
16,images_by_location/OpenjcaOpinza_actuelle_Openica_Macédoine/A2147_metadata.json,A2147.jpeg,A2147,Deux Femmes,Two Women,"OpenjcaOpinza (actuelle Openica), Macédoine",Macédoine,North Macedonia,807,MK,MKD,"Léon, Auguste",,1913 - Balkans - Jean Brunhes et Auguste Léon - (23 avril - 9 juin),,Etres humainsHabillementVie quotidienneEtres humainsVie quotidienne,FemmeCostumeVie ruralePortraitVie domestiqueBarrière / palissade,,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/deux-femmes/617a7a41cf8b8968b337702a?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1913%20-%20Balkans%20-%20Jean%20Brunhes%20et%20Auguste%20L%C3%A9on%20-%20%2823%20avril%20-%209%20juin%29&pos=76&pgn=5,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61649f1f51e082079313318b.jpeg,images/MKD/albert_kahn/61649f1f51e082079313318b.jpeg
17,images_by_location/KapurthalaKapurthala_Indes/A59409S_metadata.json,A59409S.jpeg,A59409S,Jeune Fille Musulmane En Tenue De Fete,Muslim Girl In Festive Attire,"KapurthalaKapurthala, Indes",Indes,India,356,IN,IND,"Dumas, Roger",,1927 - Indes - Roger Dumas - (novembre-décembre),,Etres humainsPersonnalitéHabillementHabillementFêteVie politiqueReligionEtres humainsEtres humains,FemmePersonnalité politiqueCostume de fêteCostumeFête politiqueMaharajahJubiléIslamEnfantBroderiePortraitCoiffure / couvre-chef,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),https://collections.albert-kahn.hauts-de-seine.fr/document/jeune-fille-musulmane-en-tenue-de-fete/617a7a3dcf8b8968b335587c?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1927%20-%20Indes%20-%20Roger%20Dumas%20-%20%28novembre-d%C3%A9cembre%29&pos=24&pgn=1,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/616429b851e08207930ec1b1.jpeg,images/IND/albert_kahn/616429b851e08207930ec1b1.jpeg
18,images_by_location/SiemreapSiem_Reap_Cambodge_Indochine/Un_fonctionnaire_cambodgien_et_sa_famille_mêlant_les_styles_de_vêtements_traditionnels_sampot_et_occ_metadata.json,Un_fonctionnaire_cambodgien_et_sa_famille_mêlant_les_styles_de_vêtements_traditionnels_sampot_et_occ.jpeg,A36130,Un fonctionnaire cambodgien et sa famille mêlant les styles de vêtements traditionnels (sampot) et occidentaux ,A Cambodian official and his family mixing traditional (sampot) and Western clothing styles,"SiemreapSiem Reap, Cambodge, Indochine",Indochine,Cambodia,116,KH,KHM,"Busy, Léon",Domaine public,Léon Busy en Indochine,,Etres humainsHabillementEtres humainsEtres humainsHabitat / ArchitectureSociétéEtres humains,FemmeCostumeEnfantPortrait de groupeHabitationFamilleInfluence occidentaleCoiffure / couvre-chefHomme,,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/un-fonctionnaire-cambodgien-et-sa-famille-melant-les-styles-de-vetements-traditionnels-sampot-et-occidentaux/617a7a3acf8b8968b333da20?filtrerParThme%5B0%5D=Etres%20humains&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=L%C3%A9on%20Busy%20en%20Indochine&pos=48&pgn=3,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61640ff951e08207930dcd4d.jpeg,images/KHM/albert_kahn/61640ff951e08207930dcd4d.jpeg
19,images_by_location/SarajevoSarajevo_Bosnie-Herzégovine/A1728_metadata.json,A1728.jpeg,A1728,Femmes Tziganes,Roma Women,"SarajevoSarajevo, Bosnie-Herzégovine",Bosnie-Herzégovine,Bosnia and Herzegovina,70,BA,BIH,"Léon, Auguste",,"1912 - Balkans, Italie - Jean Brunhes et Auguste Léon - (13 - 27 octobre)",,Etres humainsSociétéEtres humains,FemmeMinorité ethniquePortraitTzigane,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/femmes-tziganes/617a7a41cf8b8968b3376b46?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1912%20-%20Balkans,%20Italie%20-%20Jean%20Brunhes%20et%20Auguste%20L%C3%A9on%20-%20%2813%20-%2027%20octobre%29&pos=13&pgn=0",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/616422b851e08207930e800d.jpeg,images/BIH/albert_kahn/616422b851e08207930e800d.jpeg
20,images_by_location/SarajevoSarajevo_Bosnie-Herzégovine/A1528_metadata.json,A1528.jpeg,A1528,Tatouage Des Bras De La Femme Catholique,Tattooing Of The Arms Of The Catholic Woman,"SarajevoSarajevo, Bosnie-Herzégovine",Bosnie-Herzégovine,Bosnia and Herzegovina,70,BA,BIH,"Léon, Auguste",,"1912 - Balkans, Italie - Jean Brunhes et Auguste Léon - (13 - 27 octobre)",,Etres humainsReligionHabitat / ArchitectureEtres humains,FemmeChristianismeVue intérieurePortraitTatouageCoiffure / couvre-chef,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/tatouage-des-bras-de-la-femme-catholique/617a7a41cf8b8968b33766a8?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1912%20-%20Balkans,%20Italie%20-%20Jean%20Brunhes%20et%20Auguste%20L%C3%A9on%20-%20%2813%20-%2027%20octobre%29&pos=8&pgn=0",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61643c7951e08207930f74de.jpeg,images/BIH/albert_kahn/61643c7951e08207930f74de.jpeg
21,images_by_location/SarajevoSarajevo_Bosnie-Herzégovine/A1486_metadata.json,A1486.jpeg,A1486,N C,,"SarajevoSarajevo, Bosnie-Herzégovine",Bosnie-Herzégovine,Bosnia and Herzegovina,70,BA,BIH,"Léon, Auguste",,"1912 - Balkans, Italie - Jean Brunhes et Auguste Léon - (13 - 27 octobre)",,Activite économiqueVie quotidienneEtres humains,Marché / foireAlimentationCoiffure / couvre-chefVitrine / étalageHomme,,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/n-c/617a7a41cf8b8968b3375d81?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1912%20-%20Balkans,%20Italie%20-%20Jean%20Brunhes%20et%20Auguste%20L%C3%A9on%20-%20%2813%20-%2027%20octobre%29&pos=2",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164375d51e08207930f4413.jpeg,images/BIH/albert_kahn/6164375d51e08207930f4413.jpeg
22,images_by_location/AgraAgra_Indes/A4339_metadata.json,A4339.jpeg,A4339,Femme Et Fillette,Woman And Little Girl,"AgraAgra, Indes",Indes,India,356,IN,IND,"Passet, Stéphane",,"1913-1914 - Inde, Pakistan - Stéphane Passet - (16 décembre-29 janvier)",,Etres humainsEtres humainsEtres humains,FemmeEnfantPortrait,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/femme-et-fillette/617a7a3dcf8b8968b3355558?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1913-1914%20-%20Inde,%20Pakistan%20-%20St%C3%A9phane%20Passet%20-%20%2816%20d%C3%A9cembre-29%20janvier%29&pos=23&pgn=1",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164717d51e0820793116ead.jpeg,images/IND/albert_kahn/6164717d51e0820793116ead.jpeg
